participant_id,trial_index,interface_source,target_color_name,target_hex,clicked_color_name,clicked_hex,time_taken_ms,is_correct
Ashutosh,1,round1,Blue,#00B0F0,Blue,#00B0F0,9325.799999952316,True
Ashutosh,2,round1,Yellow,#FFFF00,Yellow,#FFFF00,1939.6000000238419,True
Ashutosh,3,round1,Orange,#FEBC02,Blue,#00B0F0,1877.1000000238419,False
Ashutosh,4,round1,Yellow,#FFFF00,Yellow,#FFFF00,5651.799999952316,True
Ashutosh,5,original,Red,#FF0000,Brown,#7F6000,8107.900000095367,False
Ashutosh,6,original,Red,#FF0000,Brown,#7F6000,5564,False
Ashutosh,7,round1,Yellow,#FFFF00,Yellow,#FFFF00,2931,True
Ashutosh,8,round1,Green,#92D050,Green,#92D050,2231.1999999284744,True
Ashutosh,9,original,Yellow,#FFFF00,Yellow,#FFFF00,2083.8000000715256,True
Ashutosh,10,round1,Orange,#FEBC02,Green,#92D050,11992.099999904633,False
Ashutosh,11,original,Yellow,#FFFF00,Yellow,#FFFF00,2817.2000000476837,True
Ashutosh,12,original,Yellow,#FFFF00,Yellow,#FFFF00,3491.399999976158,True
Ashutosh,13,original,Purple,#7030A0,Blue,#002F8E,4842.700000047684,False
Ashutosh,14,original,Green,#9DE951,Green,#9DE951,1907.5,True
Ashutosh,15,original,Yellow,#FFFF00,Yellow,#FFFF00,1819,True
Ashutosh,16,original,Green,#9DE951,Green,#9DE951,1797.9000000953674,True
Ashutosh,17,original,Blue,#002F8E,Purple,#7030A0,2503.6999999284744,False
Ashutosh,18,round1,Purple,#7030A0,Purple,#7030A0,1848.1000000238419,True
Ashutosh,19,round1,Purple,#7030A0,Purple,#7030A0,2459.2000000476837,True
Ashutosh,20,original,Blue,#002F8E,Purple,#7030A0,3545.100000023842,False
Ashutosh,21,round1,Brown,#D4681B,Brown,#D4681B,13857.899999976158,True
Ashutosh,22,original,Brown,#7F6000,Orange,#FEBC02,14696.5,False
Ashutosh,23,round1,Yellow,#FFFF00,Yellow,#FFFF00,2689.100000023842,True
Ashutosh,24,round1,Blue,#00B0F0,Blue,#00B0F0,3024.3000000715256,True
Ashutosh,25,original,Blue,#002F8E,Purple,#7030A0,3246.100000023842,False
Ashutosh,26,round1,Brown,#D4681B,Brown,#D4681B,5768,True
Ashutosh,27,original,Brown,#7F6000,Green,#9DE951,15307.600000023842,False
Ashutosh,28,original,Green,#9DE951,Green,#9DE951,6708.700000047684,True
Ashutosh,29,round1,Blue,#00B0F0,Blue,#00B0F0,5013,True
Ashutosh,30,original,Purple,#7030A0,Blue,#002F8E,1736.6000000238419,False
Ashutosh,31,round1,Blue,#00B0F0,Blue,#00B0F0,15675.5,True
Ashutosh,32,round1,Orange,#FEBC02,Brown,#D4681B,5346.599999904633,False
Ashutosh,33,original,Yellow,#FFFF00,Yellow,#FFFF00,1678.3999999761581,True
Ashutosh,34,original,Blue,#002F8E,Purple,#7030A0,2636.899999976158,False
Ashutosh,35,original,Orange,#FEBC02,Red,#FF0000,1830.5,False
Ashutosh,36,original,Orange,#FEBC02,Orange,#FEBC02,2377.600000023842,True
Ashutosh,37,original,Orange,#FEBC02,Green,#9DE951,5846.700000047684,False
Ashutosh,38,round1,Red,#ED1E24,Red,#ED1E24,2517,True
Ashutosh,39,round1,Purple,#7030A0,Purple,#7030A0,2142.899999976158,True
Ashutosh,40,round1,Red,#ED1E24,Red,#ED1E24,2936.899999976158,True
Ashutosh,41,original,Red,#FF0000,Brown,#7F6000,1720.7999999523163,False
Ashutosh,42,round1,Red,#ED1E24,Red,#ED1E24,1383,True
Ashutosh,43,original,Red,#FF0000,Red,#FF0000,1787.3000000715256,True
Ashutosh,44,round1,Orange,#FEBC02,Brown,#D4681B,2308.899999976158,False
Ashutosh,45,round1,Yellow,#FFFF00,Yellow,#FFFF00,2545.899999976158,True
Ashutosh,46,original,Red,#FF0000,Brown,#7F6000,2964.100000023842,False
Ashutosh,47,round1,Yellow,#FFFF00,Red,#ED1E24,2626.7000000476837,False
Ashutosh,48,round1,Green,#92D050,Green,#92D050,3276.8000000715256,True
Ashutosh,49,round1,Orange,#FEBC02,Brown,#D4681B,3899.4000000953674,False
Ashutosh,50,round1,Purple,#7030A0,Purple,#7030A0,3038.899999976158,True
Ashutosh,51,round1,Brown,#D4681B,Brown,#D4681B,4636.299999952316,True
Ashutosh,52,round1,Orange,#FEBC02,Brown,#D4681B,6467.600000023842,False
Ashutosh,53,original,Red,#FF0000,Brown,#7F6000,2335.7000000476837,False
Ashutosh,54,original,Brown,#7F6000,Red,#FF0000,4176.800000071526,False
Ashutosh,55,original,Red,#FF0000,Brown,#7F6000,3464.399999976158,False
Ashutosh,56,round1,Purple,#7030A0,Purple,#7030A0,3304.3000000715256,True
Ashutosh,57,original,Green,#9DE951,Green,#9DE951,2490.399999976158,True
Ashutosh,58,round1,Green,#92D050,Green,#92D050,2843.5,True
Ashutosh,59,original,Purple,#7030A0,Blue,#002F8E,2174.1999999284744,False
Ashutosh,60,original,Orange,#FEBC02,Orange,#FEBC02,5453.599999904633,True
Ashutosh,61,original,Red,#FF0000,Red,#FF0000,1817.3999999761581,True
Ashutosh,62,round1,Green,#92D050,Green,#92D050,2309.399999976158,True
Ashutosh,63,round1,Orange,#FEBC02,Brown,#D4681B,1342,False
Ashutosh,64,round1,Purple,#7030A0,Purple,#7030A0,2587.2999999523163,True
Ashutosh,65,round1,Green,#92D050,Green,#92D050,1516.5,True
Ashutosh,66,original,Blue,#002F8E,Purple,#7030A0,1871.1000000238419,False
Ashutosh,67,round1,Brown,#D4681B,Green,#92D050,12232.600000023842,False
Ashutosh,68,original,Yellow,#FFFF00,Yellow,#FFFF00,2451.2999999523163,True
Sean,1,round1,Blue,#00B0F0,Blue,#00B0F0,4005.9000000953674,True
Sean,2,round1,Yellow,#FFFF00,Yellow,#FFFF00,3964.600000023842,True
Sean,3,round1,Orange,#FEBC02,Orange,#FEBC02,17375.700000047684,True
Sean,4,round1,Yellow,#FFFF00,Yellow,#FFFF00,2876.100000023842,True
Sean,5,original,Red,#FF0000,Red,#FF0000,2822.2000000476837,True
Sean,6,original,Red,#FF0000,Brown,#7F6000,1419.0999999046326,False
Sean,7,round1,Yellow,#FFFF00,Yellow,#FFFF00,1979,True
Sean,8,round1,Green,#92D050,Orange,#FEBC02,4082.600000023842,False
Sean,9,original,Yellow,#FFFF00,Yellow,#FFFF00,1600.6000000238419,True
Sean,10,round1,Orange,#FEBC02,Orange,#FEBC02,4271.700000047684,True
Sean,11,original,Yellow,#FFFF00,Yellow,#FFFF00,1611.2000000476837,True
Sean,12,original,Yellow,#FFFF00,Yellow,#FFFF00,1307.7000000476837,True
Sean,13,original,Purple,#7030A0,Purple,#7030A0,3190.2000000476837,True
Sean,14,original,Green,#9DE951,Green,#9DE951,1541.2000000476837,True
Sean,15,original,Yellow,#FFFF00,Yellow,#FFFF00,1128.5,True
Sean,16,original,Green,#9DE951,Orange,#FEBC02,996.3999999761581,False
Sean,17,original,Blue,#002F8E,Blue,#002F8E,1307,True
Sean,18,round1,Purple,#7030A0,Purple,#7030A0,1851.2999999523163,True
Sean,19,round1,Purple,#7030A0,Purple,#7030A0,1326.5999999046326,True
Sean,20,original,Blue,#002F8E,Blue,#002F8E,1200.1999999284744,True
Sean,21,round1,Brown,#D4681B,Brown,#D4681B,1325.6999999284744,True
Sean,22,original,Brown,#7F6000,Brown,#7F6000,1168,True
Sean,23,round1,Yellow,#FFFF00,Yellow,#FFFF00,1894.3999999761581,True
Sean,24,round1,Blue,#00B0F0,Blue,#00B0F0,1419.2999999523163,True
Sean,25,original,Blue,#002F8E,Blue,#002F8E,1580.8000000715256,True
Sean,26,round1,Brown,#D4681B,Brown,#D4681B,1414.6999999284744,True
Sean,27,original,Brown,#7F6000,Red,#FF0000,1424,False
Sean,28,original,Green,#9DE951,Orange,#FEBC02,1324.1999999284744,False
Sean,29,round1,Blue,#00B0F0,Blue,#00B0F0,1182.1000000238419,True
Sean,30,original,Purple,#7030A0,Blue,#002F8E,1197.8999999761581,False
Sean,31,round1,Blue,#00B0F0,Blue,#00B0F0,1566.9000000953674,True
Sean,32,round1,Orange,#FEBC02,Yellow,#FFFF00,1502.5,False
Sean,33,original,Yellow,#FFFF00,Yellow,#FFFF00,1066.1000000238419,True
Sean,34,original,Blue,#002F8E,Blue,#002F8E,1540.1000000238419,True
Sean,35,original,Orange,#FEBC02,Green,#9DE951,1309,False
Sean,36,original,Orange,#FEBC02,Green,#9DE951,1403.4000000953674,False
Sean,37,original,Orange,#FEBC02,Orange,#FEBC02,1766.5,True
Sean,38,round1,Red,#ED1E24,Brown,#D4681B,1699.8999999761581,False
Sean,39,round1,Purple,#7030A0,Purple,#7030A0,1216.7000000476837,True
Sean,40,round1,Red,#ED1E24,Brown,#D4681B,1315.1000000238419,False
Sean,41,original,Red,#FF0000,Red,#FF0000,1526.1999999284744,True
Sean,42,round1,Red,#ED1E24,Brown,#D4681B,1193.7000000476837,False
Sean,43,original,Red,#FF0000,Red,#FF0000,1332.6999999284744,True
Sean,44,round1,Orange,#FEBC02,Green,#92D050,1467.7999999523163,False
Sean,45,round1,Yellow,#FFFF00,Yellow,#FFFF00,1359.5,True
Sean,46,original,Red,#FF0000,Brown,#7F6000,1307.8000000715256,False
Sean,47,round1,Yellow,#FFFF00,Yellow,#FFFF00,1101.8999999761581,True
Sean,48,round1,Green,#92D050,Green,#92D050,1565.1000000238419,True
Sean,49,round1,Orange,#FEBC02,Orange,#FEBC02,2179.5,True
Sean,50,round1,Purple,#7030A0,Purple,#7030A0,1295.7999999523163,True
Sean,51,round1,Brown,#D4681B,Red,#ED1E24,1447.3999999761581,False
Sean,52,round1,Orange,#FEBC02,Orange,#FEBC02,1119.7999999523163,True
Sean,53,original,Red,#FF0000,Brown,#7F6000,1201.1999999284744,False
Sean,54,original,Brown,#7F6000,Red,#FF0000,1121.7999999523163,False
Sean,55,original,Red,#FF0000,Red,#FF0000,1173.2000000476837,True
Sean,56,round1,Purple,#7030A0,Purple,#7030A0,1003.7000000476837,True
Sean,57,original,Green,#9DE951,Green,#9DE951,1716.1999999284744,True
Sean,58,round1,Green,#92D050,Orange,#FEBC02,1488.2999999523163,False
Sean,59,original,Purple,#7030A0,Purple,#7030A0,2151,True
Sean,60,original,Orange,#FEBC02,Orange,#FEBC02,1063,True
Sean,61,original,Red,#FF0000,Brown,#7F6000,1056,False
Sean,62,round1,Green,#92D050,Green,#92D050,1124.8999999761581,True
Sean,63,round1,Orange,#FEBC02,Orange,#FEBC02,1786.5,True
Sean,64,round1,Purple,#7030A0,Purple,#7030A0,1099.4000000953674,True
Sean,65,round1,Green,#92D050,Green,#92D050,994.6000000238419,True
Sean,66,original,Blue,#002F8E,Purple,#7030A0,1860.2000000476837,False
Sean,67,round1,Brown,#D4681B,Red,#ED1E24,2169.100000023842,False
Sean,68,original,Yellow,#FFFF00,Yellow,#FFFF00,1062.2000000476837,True
Sean,69,round1,Red,#ED1E24,Red,#ED1E24,1501.6000000238419,True
Sean,70,round1,Blue,#00B0F0,Blue,#00B0F0,1188.5,True
Sean,71,round1,Yellow,#FFFF00,Yellow,#FFFF00,1825.3999999761581,True
Sean,72,round1,Brown,#D4681B,Red,#ED1E24,1110.5,False
Sean,73,round1,Blue,#00B0F0,Blue,#00B0F0,1174.8000000715256,True
Sean,74,round1,Green,#92D050,Orange,#FEBC02,1535.5999999046326,False
Sean,75,round1,Orange,#FEBC02,Green,#92D050,1173.5,False
Sean,76,round1,Green,#92D050,Green,#92D050,1043.6000000238419,True
Sean,77,round1,Blue,#00B0F0,Blue,#00B0F0,1192.2000000476837,True
Sean,78,round1,Orange,#FEBC02,Orange,#FEBC02,1339.0999999046326,True
Sean,79,original,Purple,#7030A0,Purple,#7030A0,1490.5,True
Sean,80,original,Purple,#7030A0,Blue,#002F8E,1425.3999999761581,False
Sean,81,round1,Red,#ED1E24,Red,#ED1E24,1321.5,True
Sean,82,original,Blue,#002F8E,Blue,#002F8E,1204.6000000238419,True
Sean,83,original,Blue,#002F8E,Purple,#7030A0,1393.1999999284744,False
Sean,84,original,Purple,#7030A0,Blue,#002F8E,1145.1999999284744,False
Sean,85,original,Purple,#7030A0,Blue,#002F8E,2200.3000000715256,False
Sean,86,original,Blue,#002F8E,Blue,#002F8E,1383.0999999046326,True
